Order,Run.Num,Run.Date,Run.Plant,Flower number,Avg mass,Total.mass,Site.Type,Site,Species,Plant,er.1 hexanol,er.2-amino phenyl ethenone,er.2-phenyl ethanol,"er.2,6-dimethyl-1,3,5,7 octatetraene (trans)",er.6-methyl-5-hepten-2-one,er.alloaromadendrene,er.alpha bergamotene,er.alpha humulene,er.alpha pinene,er.alpha terpineol,er.alpha terpinene,er.alpha terpinolene,er.benzyl acetate,er.benzyl alcohol,er.beta cadinene,er.beta farnesene,er.beta longipinene,er.beta myrcene,er.beta phellandrene,er.beta pinene,er.borneol,er.caryophyllene oxide,er.cinnamic alcohol,er.cis 3 hexen 1 ol,er.cis 3 hexenyl acetate,er.cis beta ocimene,er.cis jasmone,er.DMNT,er.gamma cadinene,er.gamma terpinene,er.geraniol,er.germacrene D,er.intermedeol,er.limonene,er.linalool,er.methyl nicotinate,er.methyl salicylate,er.myroxide,er.unknown C15H24.3,er.para cymene,er.patchoulane,er.sabinene,er.sabinene hydrate,er.terpinen-4-ol,er.trans 2 hexen 1 ol,er.trans beta caryophyllene,er.trans beta ocimene,er.trans cinnamic aldehyde,er.trans DMNT,er.trans trans alpha farnesene,er.unknown C15H24,er.unknown C15H24.2,er.veratrole,er.verbenone
215,69,17-Nov,22,8,0.08586,0.68688,Two,SC,Ung,12,0,0.001271861,0,0.001801502,0,0.002148279,0,0.002121399,0.021564913,0.001742732,0,0,0,0.001331977,0,0,0.000728048,0.012167368,0.00263422,0.00171989,0.002234906,0,0,0.007689862,0.138612594,0.023694952,0,0,0.002601944,0.007752718,0,0.006960269,0,0.014788824,0.002538597,0.002458126,0,0.000464787,0,0,0,0.00094124,0.002557567,0.018559178,0.086452578,0,0.382358063,0,0.000237591,0.00061637,0,0,0,0
216,71,18-Nov,2,7,0.08586,0.60102,Two,SC,Ung,10,0,0,0,0,0,0,0,0.000306131,0.000326614,0,0,0,0,0,0,0,0,0,0,0,0.000341812,0,0,0.001556426,0,0.029804991,0,0,0,0,0,0.002730175,0,0.004262825,0,0,0,0,0,0,0,0,0,0,0,0,0.473589707,0,0,0,0,0,0,0
217,79,18-Nov,10,7,0.08586,0.60102,Two,SC,Ung,8,0,0.000383844,0,0,0,0,0,0,0.028780041,0.001781037,0,0,0,0,0,0,0,0,0,0.003539428,0,0,0,0.008630754,0.166092329,0,0,0,0,0.002379932,0,0.001758724,0,0.006322559,0,0,0,0,0,0,0,0.000740629,0,0.002180209,0,0,0,0,0,0,0,0,0,0
218,127,30-Nov,17,12,0.08586,1.03032,Two,SC,Ung,7,0.007151522,0.002102644,0,0,0.01314014,0,0.001702176,0.001304897,0.015734218,0.006245223,0.01286605,0.001779636,0,0.003048977,0.001200982,0,0,0.01766009,0.062770522,0.00161102,0.000579912,0,0,0.014522275,0.189232896,0.008720435,0.001197577,0,0,0.014791468,0,0.000386841,0,0.034941068,0.001414061,0.00331058,0,0.001882387,0,0.00421185,0,0.001326529,0.000626327,0.040884138,0,0,0.199693636,0,0,0.000857057,0,0,0,0
219,179,12-Jan,6,10,0.08586,0.8586,Two,SC,Ung,31,0,0.003340911,0,0.002727152,0,0,0,0.001249995,0,0.0019124,0,0,0,0,0,0,0,0.004746318,0,4.82E-05,0.000527305,0,0,0.004632056,0.095238165,0.029432125,0.00175321,0,0.002764796,0,0,0.01138059,0.002772965,0,0,0.003225326,0,0,0,0,0,0.000187117,0,0,0.011992819,0,0.845868934,0,0,0.003051764,0,0,0,0
220,182,12-Jan,9,7,0.08586,0.60102,Two,SC,Ung,28,0,0.002518172,0,0.002549188,0,0,0.003920094,0.002401677,0,0.010010568,0,0,0,0,0,0,0,0.008720158,0,3.86E-05,0.002401756,0,0,0.011539366,0.284250072,0.047469862,0,0,0,0,0,0.028533133,0,0,0,0.009603779,0,0,0,0,0,0.000453838,0,0,0.011320816,0.039471298,0.965044551,0,0,0.002721937,0,0,0,0
221,208,13-Jan,15,6,0.08586,0.51516,Two,SC,Ung,35,0.004528216,0.000803398,0,0.002431408,0.01857576,0.003234754,0,0,0,0,0,0,0.000102928,0,0.000466703,0,0,0,0.000216345,0,0.003743116,0,0,0.038150088,0.813052441,0.053958465,0,0,0.00301997,0,0,0.003151399,0,0.000852328,0,0.00959479,0,0.005683924,0,0,0,0,0,0,0.01085952,0,0.988871709,0,0,0,0,0,0,0
222,212,14-Jan,2,7,0.08586,0.60102,Two,SC,Ung,36,0.004248207,0.002813428,0,0.005440632,0,0.006538159,0,0.001406046,0.004415183,0.003631431,0,0,0.000627514,0,0.000459906,0,0.002140531,0.007600525,0,0.00024137,0.007680121,0,0,0.004610722,0.054115158,0.058815552,0,0,0.006189925,0,0,0.003973305,0,0.005119975,0,0.008299574,0,0.005209777,0,0.00054419,0,0.000168834,0,0,0,0,1.150851481,0,0,0.000819557,0,0,0,0
223,219,14-Jan,9,6,0.08586,0.51516,Two,SC,Ung,32,0.007018504,0.002421845,0,0.002425019,0,0.000822528,0,0.001310691,0.005444449,0,0,0,0.000604747,0,0,0,0.003634906,0,0,0.00033844,0.004860801,0,0,0.010749745,0.951154512,0.028232755,0,0,0.003827251,0,0,0.001411693,0,0,0,0.00789053,0,0,0,0,0,0.000135645,0,0,0.017008398,0,0.39117753,0,0.000205081,0,0,0,0,0
224,248,20-Jan,3,8,0.08586,0.68688,Two,SC,Ung,34,0,0.002138477,0,0.004941869,0.010193839,0,0.001061348,0.004624127,0.016387019,0.003032776,0,0,0,0,0,0,0,0.014695693,0,0.001854025,0.006775553,0.00495476,0,0.003486837,0.075087629,0.046444807,0,0,0,0.008473593,0,0.00340774,0,0.017112291,0,0.001601249,0,0.009699336,0,0.000840341,0,0.00088495,0,0,0.010456225,0.077259902,0.717406771,0,0.000586159,0.008709131,0,0,0,0
225,250,20-Jan,5,6,0.08586,0.51516,Two,SC,Ung,37,0,0.001449187,0,0.009869737,0.007876813,0,0,0.010731152,0,0,8.23E-06,0.000198071,0,0,0,0,0.008869046,0.009575567,0,0,0.019511552,0.026155515,0,0.009511625,0.233626658,0.090715287,0,0,0.00326998,0,0,0.013129319,0,0.005503448,0.00352065,0,0,0.016863234,0,3.39E-05,0,8.69E-05,0,0,0.015084886,0.155611961,1.548819245,0,0.004204381,0.019368436,0.003446462,0,0,0
226,20,14-Nov,7,6,0.09182,0.55092,Four,DEL4,Ung,8,0.008824481,0.001245501,0,0,0,0,0,0,0.000746962,0,0,0,0,0.002320031,0,0,0,0,0,0,0,0,0,0,0,0.026370041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.659692694,0,0,0.000670245,0,0,0,0
227,22,14-Nov,9,6,0.09182,0.55092,Four,DEL4,Ung,3,0.008273877,0.003708253,0,0,0,0,0,0,0,0,0,0,0.000729015,0.005474115,0,0,0,0,0.000676088,0,0,0,0,0,0,0.004268059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034791928,0,0,0,0,0,0,0
228,36,15-Nov,6,6,0.09182,0.55092,Four,DEL4,Ung,15,0.007123876,0.000603122,0,0,0,0,0.000162927,0,0.003556852,0,0,0,0.00026887,0.004031576,0,0,0,0.001679496,0,0.000218986,0,0,0,0,0,0,0,0.057977931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000971709,0,0,0,0,0,0,0,0
229,51,17-Nov,2,8,0.09182,0.73456,Four,DEL4,Ung,7,0,0,0,0,0,0,0,0,0.000973989,0.002193772,0,0,0,0,0,0,0,0.008001005,0.000631222,0.000220257,0,0,0,0,0,0.004524988,0,0.115064495,0,0,0,0,0,0.013734066,0,0,0,0,0,0,0,0.001006347,0,0,0,0,0.094433217,0,0,0,0,0,0,0
230,61,17-Nov,13,8,0.09182,0.73456,Four,DEL4,Ung,4,0,0.001623613,0,0,0,0.000989917,0,0.000572512,0.001257254,0,0,0,0,0.001281975,0,0,0,0.003320683,0.000211434,0,0.001036219,0,0,0,0,0.020314255,0,0,0.000711893,0,0,0.000189547,0,0.002384213,0,0,0,0,0,0,0,0,0,0,0.058487454,0.001721788,0.334206556,0,0,0,0,0,0,0
231,64,17-Nov,17,6,0.09182,0.55092,Four,DEL4,Ung,11,0,0.000365962,0,0,0,0,0,0,0.002827601,0,0,0,0,0,0,0,0,0.001625817,0.000567606,0.000623512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003550827,0,0,0,0,0,0,0,6.09E-05,0,0,0.078522891,0,0,0,0,0,0,0,0,0
232,92,20-Nov,4,6,0.09182,0.55092,Four,DEL4,Ung,14,0,0.000883711,0,0,0,0.001821311,0,0.000895893,0.004754362,0,0,0,0.000348373,0,0,0,0.001123456,0,0,0,0.002178503,0,0,0,0,0.03672595,0,0,0,0,0,0.004180047,0,0,0,0,0,0,0.006947068,0,0,0,0,0,0,0.009315276,0.854675146,0,0,0,0,0,0,0
233,96,20-Nov,8,8,0.09182,0.73456,Four,DEL4,Ung,12,0,0.001271423,0,0,0,0,0,0.001013739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034028537,0,0,0,0,0,0,0,0.003320638,0,0,0,0.001118977,0,0,0.000404079,0,0,0,0,0,0,0.005588013,0,0,0,0.002769702,0,0,0,0
234,115,30-Nov,5,10,0.09182,0.9182,Four,DEL4,Ung,9,0.009495498,0.00163582,0,0,0.010937806,0,0,0.000489086,0,0,0.014857716,0,0.000606886,0.001354378,0.012212367,0,0,0.006735427,0.058955811,0,0.000827146,0,0,0,0,0.016405879,0,0,0,0.002936241,0,0,0,0.021899549,0,0,0,0.004880011,0,0,0,0.000932952,0,0,0,0.008080482,0.293069061,0,0,0.001874409,0,0,0,0
235,203,13-Jan,10,6,0.09182,0.55092,Four,DEL4,Ung,30,0.003381398,0.000664013,0,0.005327605,0.012592663,0,0,0,0,0,0,0,0.001051028,0,0,0,0,0.006285443,0,0,0.004169563,0,0,0.057825114,0.994936969,0.070150679,0.000297677,0.085573977,0,0,0,0.015483695,0,0.001569937,0.003209469,0,0,0,0,0,0,0,0,0,0,0.003316731,1.432165101,0,0.000850604,0.000665442,0,0,0,0
236,214,14-Jan,4,6,0.09182,0.55092,Four,DEL4,Ung,32,0.005119313,0.002074334,0,0,0,0,0,0,0,0,0,0,0.002062842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005909356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,215,14-Jan,5,9,0.09182,0.82638,Four,DEL4,Ung,28,0.003831239,0.001509615,0,0.005403303,0,0.001926831,0,0,0.003879502,0.000494994,0,0.000238333,0.000854004,0,0.00087756,0,0.00187788,0.007773845,0,0.000366003,0.006944895,0,0,0,0,0.064905252,0,0,0.003974475,0,0,0.00011069,0,0,0,0.010389472,0,0.004732997,0,0.001580219,0,0.000215243,0,0,0,0.006726498,1.243398667,0,0.001526021,0,0,0,0,0
238,218,14-Jan,8,6,0.09182,0.55092,Four,DEL4,Ung,31,0.005951548,0.001119755,0,0,0.006218245,0,0,0,0,0.001841342,0,0,0.001110416,0,0,0,0,0.002614062,0,0,0,0,0,0,0,0.000536364,0,0,0,0,0,0.003585345,0,0,0,0.005679343,0,0,0,0,0,0,0,0,0,0,0.006558698,0,0,0.00056038,0,0,0,0
239,274,22-Jan,13,6,0.09182,0.55092,Four,DEL4,Ung,29,0,0.004464191,0,0.007184792,0,0.002545656,0,0.000805623,0,0,0,0,0,0,0,0,0.001815968,0.008132944,0,0,0.006964865,0,0,0,0,0,0,0,0.007821702,0,0.000674603,0.00825585,0,0,0,0.003712694,0,0,0,0.001759124,0,0.00049646,0,0,0,0.031485575,1.48035407,0.001398834,0,0,0,0,0,0
240,307,2-Feb,8,6,0.09182,0.55092,Four,DEL4,Ung,37,0.009325172,0.001545506,0,0.002876856,0.00592518,0,0.001103996,0,0.00461451,0.005667481,0,0,0,0,0,0.002420412,0,0.00717567,0.001642762,0.000106748,0.006092734,0,0,0,0,0.054053977,0,0,0.001549312,0,0,0.001320566,0,0,0,0,0,0,0.000341132,0,0,0.000506115,0,0,0,0.008179022,0.807795705,0,0,0,0,0,0,0
241,63,17-Nov,16,6,0.11397,0.68382,Four,DEM,Ung,13,0,0.001029298,0,0.000840871,0,0,0,0,0.003949596,0,0,0,0,0.000336808,0,0,0,0.004811065,0.000687378,0.000549655,0.001932636,0,0,0.002737831,0.150157806,0.027567436,0,0,0,0,0,0,0,0.004300989,0,0,0.001590801,0,0,0,0,0.000214805,0,0,0.081642402,0.001041726,0.490991707,0,0,0,0,0,0,0
242,86,18-Nov,18,8,0.11397,0.91176,Four,DEM,Ung,8,0.005161285,0.001258855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002476653,0,0,0.001076632,0,0,0.012245236,0.111903824,0.018338851,0,0,1.96E-05,0,1.05E-05,0,0,0,0,0.001568653,0.000667742,0,0,0,0,0,0,0,0,0.003261547,0.533860389,0,0,0.000409868,0,0,0,0
243,104,20-Nov,16,6,0.11397,0.68382,Four,DEM,Ung,10,0,0.00044604,0,0.003291716,0,0,0,0,0.006505192,0,0,0,0,0,0,0,0.018707784,0.025416873,0,0.000747086,0,0,0,0.04136673,2.137971455,0.032496578,0,0,0,0,0,0.003134316,0,0,0,0,0.006625711,0,0,0.000706228,0,0,0,0,0.013505187,0.003967787,0.937437501,0,0,0.000830421,0,0,0,0
244,109,20-Nov,21,7,0.11397,0.79779,Four,DEM,Ung,11,0,0.000536603,0,0.000176357,0,0,0,0,0,0.000264878,0,0,0,0,0,0,0,0,0,0,0.000493681,0,0,0.014236115,0.166728141,0.023606517,0,0,0,0,0,0.001716251,0,0,0,0,0.006788002,0,0,0,0,0,0,0,0.004479753,0.001402294,0.606265444,0,0,0,0,0,0,0
245,117,30-Nov,7,7,0.11397,0.79779,Four,DEM,Ung,14,0.009641454,0.001784803,0,0.001020139,0.012780752,0.00219532,0.001826883,0.008858164,0,0.00820308,0.016446345,0,0.00E+00,0.007512346,0.003907927,0,0.002659056,0.006459744,0.070608459,0.000158544,0.001486619,0.000939321,0,0.055569149,1.03069784,0.027122102,0.006379737,0,0.00465307,0.003153121,0,0.02234826,0.005990712,0.022621552,0,0.013590623,0.005399044,0,0,0,0,0.000850527,0,0,0,0.096019689,0.416998327,0,0.000569008,0.008823989,0,0,0,0
246,199,13-Jan,6,6,0.11397,0.68382,Four,DEM,Ung,42,0.002924779,0.001312219,0,0.003249567,0.008394187,0,0,0,0,0,0,0,0.002109405,0,0,0,0,0.004223149,0,0,0.002919857,0,0,0.003839633,0.091903685,0.027215051,0,0,0,0,0,0,0,0.001490261,0,0.005720376,0.003277486,0,0,0,0,0,0,0,0.010037167,0,0.717481285,0,0,0,0,0,0,0
247,200,13-Jan,7,7,0.11397,0.79779,Four,DEM,Ung,28,0.000946276,0.000626029,0,0.001840135,0.002970976,0.000283195,0,0.000397191,0.036821491,0,0,0,0,0,0,0,0,0.00785483,0.001690668,0.003790261,0.001555655,0,0,0.003252946,0,0.030115758,0,0,0.000342997,0.003781805,0.000301788,0.002667932,0,0.008443308,0,0,0.001346945,0,0,0,0,0.00141781,0,0.002129718,0,0.004259412,0.376974547,0,0,0,0,0,0,0
248,217,14-Jan,7,6,0.11397,0.68382,Four,DEM,Ung,40,0.001000173,0.001432311,7.05E-05,0.005709084,0,0,0,0,0.009189035,0,0,0,0,0,0,0,0,0.008039172,0,0.000715998,0.008347047,0,0,0.003473697,0,0.055245339,0,0,0,0,0,0,0,0.004959515,0,0.002959238,0.002070999,0,0,0.000845183,0,0.000241462,0,0,0.009576121,0,0.898377588,0,0.00110503,0,0,0,0,0
249,231,15-Jan,3,6,0.11397,0.68382,Four,DEM,Ung,39,0,0.001791654,0,0.002082539,0,0,0,0,0,0,0,0,0,0,0,0,0.00022259,0.002762713,0,0.000176667,0.002070823,0,0,0.00453013,0,0.027793953,0,0,0,0,0,0,0,0,0,0.000863799,0,0,0,0,0,0,0,0,0.014549033,0,0.43479671,0,0,0.00065998,0,0,0,0
250,235,15-Jan,7,7,0.11397,0.79779,Four,DEM,Ung,41,0,0.001667669,0.000196188,0.003571967,0,0,0,0,0.00929016,0,0,0,0,0,0,0,0.000902047,0.008219469,0,0.000776664,0.003916397,0,0,0.006955872,0,0.041397949,0,0.169926467,0.001718056,0.004522141,0,0,0,0.007700044,0,0,0,0,0,0.00056376,0,0,0,0,0,0.008568855,0.662382607,0,0.006654912,0.000696948,0,0,0,0
251,238,15-Jan,10,7,0.11397,0.79779,Four,DEM,Ung,33,0,0.001684745,0,0.001173775,0,0,0,0.000247717,0,0,0,0,0,0,0,0,0,0.002297399,0,0,0.001377576,0,0,0.020608933,0.385555481,0.017692891,0,0,0.001410531,0,0,0.006880847,0,0,0.009762719,0.008081193,0.005418705,0,0,0,0,0,0,0,0.006676973,0.004314519,0.344772855,0,0.000386858,0.003568435,0,0,0,0
252,254,20-Jan,9,7,0.11397,0.79779,Four,DEM,Ung,32,0,0.005206832,0,0.009779854,0.006196774,0.000946985,0,0.000724787,0,0,0.000197161,0,0,0,0,0,0,0.011365033,0,0,0.016487755,0,0,0.003602767,0,0.090625984,0.000439721,0,0.003162549,0,0,0.00585649,0,0.002775999,0,0.047417271,0.016928768,0.015554968,0.000325373,0,0,0.000139763,0,0,0,0.009345853,2.17018544,0,0,0.00113705,0.005121762,0,0,0
253,273,22-Jan,12,8,0.11397,0.91176,Four,DEM,Ung,37,0,0.001930805,0,0.003261205,0,0,0,0.000337465,0,0,0,0,0,0,0,0,0.000267285,0.005178085,0,0,0.004085872,0,0,0.002700384,0,0.042460291,0,0,0,0,0,0.001289352,0,0,0,0.002327153,0,0.003820059,0.000573169,0.00145799,0,0,0,0,0,0.009640341,0.97844421,0,0,4.40E-05,0.00155435,0,0,0
254,276,22-Jan,15,6,0.11397,0.68382,Four,DEM,Ung,38,0,0.002603783,0,0.004331469,0,0,0,0,0,0,0,0,0,0,0,0,0.000845819,0.008604259,0,0,0.00758566,0,0,0.004080438,0.22342261,0.07540762,0,0,0,0,0,0.000702536,0,0,0,0.00567882,0,0.020163871,0,0,0,0.000601768,0,0,0,0,2.000053438,0.001969617,0.001091685,0.000214869,0,0,0,0
255,295,29-Jan,2,8,0.11397,0.91176,Four,DEM,Ung,34,0.006107347,0.000904745,0,0.00527412,0,0.00357023,0,0.001268577,0,0,0,0,0,0,0,0,0.001181913,0.007182418,0,0,0.011229095,0,0,0.002427026,0,0.063527149,0,0,0.004091381,0,0,0.002717892,0,0,0,0.002783069,0,0.008097202,0,0,0,0,0,0,0.010774319,0.017140815,1.563993583,0,0,0.001074879,0.003205962,0.001007746,0,0
256,5,13-Nov,8,7,0.08531,0.59717,Four,MCK,Ung,8,0,0,0,0,0,0,0,0,0.000668418,0,0,0,0,0,0,0,0,0,0,0.000147901,0,0,0,0,0,0.007530513,0,0,0,0.001135709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21457798,0,0,0,0,0,0,0
257,11,13-Nov,15,7,0.08531,0.59717,Four,MCK,Ung,4,0,0,0,0,0,0,0,0,0.00735055,0,0,0,0,0,0,0,0,0,0,0.000860701,0.000303207,0,0,0,0,0.022939196,0,0,0,0,0.00064758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006778833,0.355020399,0,0,0.002391326,0,0,0,0
258,33,15-Nov,2,9,0.08531,0.76779,Four,MCK,Ung,10,0,0.001419217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001495133,0,0.000190356,0.00044277,0,0,0,0,0.009869206,0,0,0,0,0,0.000576713,0,0,0,0.001904547,0,0,0,0,0,0,0,0,0,0,0.229472417,0,0,0,0,0,0,0
259,60,17-Nov,12,8,0.08531,0.68248,Four,MCK,Ung,9,0,0,0,0,0,0,0,0,0.002649973,0.004235825,0,0,0,0,0,0,0,0.003885401,0.000229244,0.00015258,0,0,0,0,0,0,0,0,0,0.000433584,0,0,0,0.007027655,0,0,0,0,0,0,0,0.000289934,0,0,0,0,0.000120888,0,0,0,0,0,0,0
260,62,17-Nov,15,7,0.08531,0.59717,Four,MCK,Ung,13,0,0,0,0,0,0.002000387,0,0,0,0,0,0,0,0,0,0,0.000260229,0.003680204,0,0,5.69E-05,0,0,0,0,0.015749125,0,0,0.000421676,0,0.000439572,0,0,0.003248873,0,0,0,0.001136281,0,0,0,0,0,0,0,0.005022842,0.256206683,0,0,0,0,0,0,0
261,91,20-Nov,3,6,0.08531,0.51186,Four,MCK,Ung,7,0,0.000786225,0,0,0,0,0,0,0,0,0,0,0.000117929,0,0,0,0,0,0,0,0,0,0,0,0,0.021206236,0,0,0,0,0.001944174,0.001593162,0,0,0,0.004966872,0,0,0.001761741,0,0,0,0,0,0,0.002806744,0.582696832,0,0,0,0,0,0,0
262,97,20-Nov,9,6,0.08531,0.51186,Four,MCK,Ung,11,0,0,0,0,0,0,0,0,0,0,0,0,0.000869622,0,0,0,0,0,0,0.000613151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,167,15-Dec,2,7,0.08531,0.59717,Four,MCK,Ung,23,0,0.002875364,0,0,0,0,0,0,0,0,0.002349363,0,0.000616999,0,0,0,0,0.002461068,0,0,0,0,0,0,0,0.017230698,0,0,0,0,0,0,0,0,0,0.003699677,0,0.006326975,0,0,0,0,0,0,0,0,0.283640808,0,0,0,0,0,0,0
264,173,19-Dec,5,7,0.08531,0.59717,Four,MCK,Ung,25,0.007582008,0.002564955,0,0.007113088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012411981,0,0,0.007225474,0,0,0,0,0.090731368,0,0,0,0,0,0,0,0,0,0,0.01037134,0.016271161,0,0,0,0.000357786,0,0,0,0,2.333304384,0,0.000526924,0,0,0.000942343,0,0
265,202,13-Jan,9,6,0.08531,0.51186,Four,MCK,Ung,27,0.002150147,0.00147857,0,0,0.021909324,0,0,0,0,0,0,0,0.001507407,0,0,0,0,0,0.000381913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000773066,0,0,0,0,0,0,0,0,0,0,0,0,0.001128509,0,0,0,0,0,0,0
266,213,14-Jan,3,6,0.08531,0.51186,Four,MCK,Ung,35,0.002334262,0.000135656,0,0.000893152,0,0,0,0,0,0,0,0,0.000231201,0,0,0,0,0.00207214,0,0,0.000862113,0,0,0,0,0.022391925,0,0,0,0,0,0,0,0,0,0.009162584,0,0.002140412,0,0,0,0,0,0,0,0,0.301740476,0,0,0,0,0,0,0
267,223,14-Jan,13,9,0.08531,0.76779,Four,MCK,Ung,34,0.006284146,0.000310843,0,0,0,0,0,0,0,0,0,0,0.00098921,0,0,0,0,0.000657227,0,0,0.00050066,0,0,0,0,0.012111043,0,0,0,0,0,0.000557194,0,0,0.000708301,0,0,0,0,0,0,0,0,0,0,0.001305549,0.119700864,0,0,0,0,0,0,0
268,257,20-Jan,12,8,0.08531,0.68248,Four,MCK,Ung,33,0,0.00099407,0,0.008982153,0.004087179,0,0,0,0,0,0,0,0,0,0,0,0,0.006733441,0,0,0.005735481,0,0,0,0,0.069744607,0,0.117387191,0,0,0,0.00135433,0.007463721,0,0,0,0.007392939,0.007064009,0,5.23E-05,0,0,0,0,0,0.006977633,1.321009188,0,0.003110841,0.000594937,0,0,0,0
269,269,22-Jan,8,6,0.08531,0.51186,Four,MCK,Ung,36,0,0,0,0.000149241,0,0.002296029,0,0.000657344,0,0,0,0,0,0,0,0,0.001470814,0,0,0,0.002392371,0,0,0,0,0.03336479,0,0,0.004006627,0,0.000895624,0.002196622,0,0,0,0.003624662,0,0.00614946,0.000737098,0,0,0.00123185,0,0,0,0.012149157,0.684591306,0,0,0.001352981,0,0,0,0
270,296,29-Jan,3,6,0.08531,0.51186,Four,MCK,Ung,46,0.005813962,0,0,0,0,0.00053424,0,0.001186211,0,0,0,0,0,0,0,0,0.001065559,0,0,0,0,0,0,0,0,0.006318071,0,0,0.002202199,0,0,0.004574571,0,0,0,0,0.010105792,0,0,0,0,0,0,0,0,0.010339493,0.054541858,0,0.007214312,0.000430498,0,0,0,0
