Order,Run.Num,Run.Date,Run.Plant,Flower number,Avg mass,Total.mass,Site.Type,Site,Species,Plant,er.1 hexanol,er.2-amino phenyl ethenone,er.2-phenyl ethanol,"er.2,6-dimethyl-1,3,5,7 octatetraene (trans)",er.6-methyl-5-hepten-2-one,er.alloaromadendrene,er.alpha bergamotene,er.alpha humulene,er.alpha pinene,er.alpha terpineol,er.alpha terpinene,er.alpha terpinolene,er.benzyl acetate,er.benzyl alcohol,er.beta cadinene,er.beta farnesene,er.beta longipinene,er.beta myrcene,er.beta phellandrene,er.beta pinene,er.borneol,er.caryophyllene oxide,er.cinnamic alcohol,er.cis 3 hexen 1 ol,er.cis 3 hexenyl acetate,er.cis beta ocimene,er.cis jasmone,er.DMNT,er.gamma cadinene,er.gamma terpinene,er.geraniol,er.germacrene D,er.intermedeol,er.limonene,er.linalool,er.methyl nicotinate,er.methyl salicylate,er.myroxide,er.unknown C15H24.3,er.para cymene,er.patchoulane,er.sabinene,er.sabinene hydrate,er.terpinen-4-ol,er.trans 2 hexen 1 ol,er.trans beta caryophyllene,er.trans beta ocimene,er.trans cinnamic aldehyde,er.trans DMNT,er.trans trans alpha farnesene,er.unknown C15H24,er.unknown C15H24.2,er.veratrole,er.verbenone
68,206,13-Jan,13,6,0.087565,0.52539,Two,NP,Cyl,35,0.00858702,0,0,0,0.025178975,0,0,0,0,0,0,0,0,0.024254817,0.021338009,0,0.004963278,0,0.000756936,0,0,0,0.00057832,0,0.501442362,0,0,0,0,0,0.000684297,0.004128828,0.079067594,0,0.001370664,0,0,0,0.005029314,0,0,0,0,0,0.014474455,0.016940407,0,0,0,0,0,0.001252977,0.001606574,0
69,236,15-Jan,8,8,0.087565,0.70052,Two,NP,Cyl,30,0,0,0,0.000634347,0,0,0,0.004458383,0,0,0,0,0,0,0.024112214,0,0.002068871,0,0,0,0,0.003206743,0.000944494,0,0,0.01035535,0,0,0,0,0.003846341,0.002926506,0.029734865,0,0.003155211,0,0,0.005680544,0.000996227,0,0,0,0,0,0,0.048457058,0.16241789,0.001330977,0.000558007,0,0,6.24E-05,0.004286871,0
70,240,15-Jan,12,6,0.087565,0.52539,Two,NP,Cyl,34,0,0,0,0,0,0,0,0.000535111,0,0,0,0,0,0,0.02187588,0,0,0,0,0,0,0,0,0,0,0.004113506,0,0,0,0,0.000183929,0.002283527,0.029280848,0,0,0,0,0,0.002272041,0,0,0,0,0,0.01653959,0.015002395,0,0,0,0,0,0,0.004263701,0
71,251,20-Jan,6,9,0.087565,0.788085,Two,NP,Cyl,21,0,0,0,0,0.012628105,0.001229647,0.00301549,0.001261856,0,0,0.000393294,0,0,0,0.040936905,0,0.009310245,0,0,0,0,0.007790548,0,0,0,0.002624483,0,0,0,0,0.00016901,0.001172998,0.104785236,0,0,0,0.015886503,0.004503542,0.013319699,0,0,0.000178511,0,0,0,0.032146564,0.044862236,0.004910469,0,0,0,0.004525387,0.010841493,0
72,260,20-Jan,15,8,0.087565,0.70052,Two,NP,Cyl,31,0,0,0,0.002053145,0.010068634,0.001411018,0,0.002794343,0,0,0,0,0,0,0.044108852,0,0.004305421,0.012667455,0,0,0,0.001243117,0,0,0,0.011776428,0,0,0,0,0.016551329,0.003244442,0.096579231,0,0,0,0.010283744,0,0.006827002,0,0,4.30E-05,0,0,0.011859788,0.03216119,0.222928617,0.001153905,0,0,0,0.007093733,0.008467265,0
73,267,22-Jan,5,7,0.087565,0.612955,Two,NP,Cyl,33,0,0,0,0,0,0.002746898,0,0.01056696,0,0,0,0,0,0,0.064379862,0,0.009331667,0,0,0,0,0.009387114,0,0,0,0.017999157,0,0,0,0,0,0.00746999,0.186764268,0,0,0,0,0.024745336,0.018904035,0,0,0,0,0,0,0.09377519,0.305541856,0.005984337,0,0,0,0.006355528,0.006599247,0
74,279,22-Jan,18,9,0.087565,0.788085,Two,NP,Cyl,32,0,0,0,0.000402715,0,0.002716029,0.003641105,0.002387826,0,0,0,0,0,0,0.064493815,0,0.012594158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011202995,0.177936936,0,0,0,0,0,0.016310873,0,0,0.00045642,0,0,0,0.029906406,0,0.010766226,0,0,0,0.005846459,0.002743373,0
75,310,5-Feb,5,7,0.087565,0.612955,Two,NP,Cyl,38,0.007927566,0,0,0,0.009602807,0,0,0.001045098,0,0,0,0,0,0.017618834,0.039494783,0.001456573,0.006778714,0,0.000612063,0,0,0.001048942,0,0,0,0,0,0,0,0,0.001947438,0.003581644,0.105906791,0,0,0,0,0.005673253,0.008771488,0,0,0,0,0,0,0.030966108,0.064629736,0.000378364,0,0,0,0.001399173,0.001464385,0
76,130,30-Nov,20,8,0.13243,1.05944,Two,SC,Cyl,4,0,0,0,0,0.015818835,0,0.013898789,0.004311366,0,0,0.010912502,0,0.00E+00,0,0.013877785,0,0.00074835,0,0.048316677,0.000106493,0,0.000967378,0,0,0,0,0.000155342,0,0,0,0.00039959,0,0.039307206,0.017589258,0,0,0,0,0.004774472,0,0,0,0,0,0,0.038464368,0,0.0007482,0,0.001272818,0,0,0.002235765,0
77,131,30-Nov,21,12,0.13243,1.58916,Two,SC,Cyl,12,0,0,0,0.003270813,0.007455959,0.000322168,0.005519865,0.004589462,0,0,0.007162111,0,0.00E+00,0.015327138,0.020257342,0,0.003067311,0,0.029127292,0,0,0.000290651,0.005113925,0,0,0.01278718,0.000499467,0,0,0,0.00835349,0,0.050485071,0.010311285,0,0,0,0,0.005467359,0,0,0.000459257,0.001418059,0,0,0.019850093,0.293105878,0.001322094,0,0.001374146,0,0,0.000964285,0
78,136,1-Dec,4,8,0.13243,1.05944,Two,SC,Cyl,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011094007,0,0,0,0.000810072,0,0,0,0,0,0,0,0,0,0,0,0.001303646,0,0.020807363,0.0117125,0,0,0,0,0.001581755,0,0,0,0,0,0,0,0.10170659,0,0,0.000106744,0,0,0.00453604,0
79,152,6-Dec,5,8,0.13243,1.05944,Two,SC,Cyl,9,0,0,0,0,0,0,0.001474257,0,0,0,0,0,0.001922301,0.016082558,0.022625761,0,0.002101874,0,0.000428721,0,0,0.000658952,0.000439517,0,0,0,0,0,0,0,0,0,0.063614557,0.006738503,0,0,0,0,0.005660913,0,0,0,0,0,0,0.025954793,0,0.000555796,0,0,0,0.000359295,0.001611307,0
80,159,11-Dec,3,10,0.13243,1.3243,Two,SC,Cyl,10,0,0,0,0,0,0,0,0,0,0,0.000502682,0,0,0.031876897,0.010387216,0,0,0,0,0,0,0,0,0,0,0,0.00025416,0,0,0,0.007994176,0.003566045,0.015829311,0,0,0,0,0,0.001841043,0,0,0,0,0,0.004563827,0,0,0.000144583,0,0,0,0,0.002003535,0
81,165,11-Dec,9,8,0.13243,1.05944,Two,SC,Cyl,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016867538,0.010022414,0,0.00349825,0,0,0,0,0,0,0,0,0,0.000735338,0,0,0,0,0,0.014190551,0,0.001775865,0,0,0,0.002147,0,0,0,0,0,0.007030823,0,0,0.000279245,0,0,0,4.38E-05,0.002034977,0
82,186,12-Jan,14,10,0.13243,1.3243,Two,SC,Cyl,26,0,0,0,0,0,0.000714265,0,0,0,0,0,0,0,0,0.014091862,0,0.001674845,0.014762408,0,5.40E-05,0,0,0,0,0,0,0,0,0,0,0.000440635,0,0.029768249,0,0,0,0,0,0.004400327,0,0,0.000236841,0,0,0.007243167,0,0,0.000317696,0,0.000173605,0,0.001110359,0.000259579,0
83,210,13-Jan,17,7,0.13243,0.92701,Two,SC,Cyl,19,0,0,0,0,0.010735858,0.000352364,0.00165768,0,0,0,0,0,0.001271402,0.014544957,0.015595503,0,0.004332455,0,0.000512144,0,0,0,0,0,0,0,0,0,0,0,0.000107285,0,0.022152891,0.003915745,0.000963002,0,0,0,0.003146752,0,0,0,0,0,0.012399776,0,0,0.000205263,0,0,0,4.78E-05,0.000277291,0
84,222,14-Jan,12,8,0.13243,1.05944,Two,SC,Cyl,29,0,0,4.53E-05,0,0.002911413,0,0,0,0,0,0,0,0.00108028,0,0.0056717,0,0.001605207,0,0,3.36E-05,0,0,0,0,0,0.001931062,0.000214473,0,0,0,0.002905031,0,0.009179221,0,0,0,0,0,0.001644828,0,0,0.002527508,0,0,0.006441824,0,0,0.001147795,0,8.14E-05,0,0.000938172,0.001516888,0
85,227,14-Jan,17,7,0.13243,0.92701,Two,SC,Cyl,20,0,0,0,9.55E-05,0.006995953,0,0.000179226,0.002959078,0,0,0,0,0,0,0.010672116,0,0.001767609,0,0,0,0.000211544,0.008533591,0,0,0,0.008250531,0,0,0,0,0.002221376,0,0.023017149,0.003698022,0,0,0,0,0.001287569,0,0,0.000138319,0,0,0.013214693,0.049519982,0.107909322,0.000898065,0,0.001012997,0,0.000712609,0.001580717,0
86,232,15-Jan,4,7,0.13243,0.92701,Two,SC,Cyl,23,0,0,0,0,0,0,0,0.004104643,0,0,0,0,0,0.036116155,0.018763239,0,0.000474932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024646865,0,0,0,0,0,0.001980714,0,0,0,0,0,0,0.044574697,0,0.002834097,0,0,0,0.000453093,0.004653265,0
87,256,20-Jan,11,9,0.13243,1.19187,Two,SC,Cyl,33,0,0,0,0.000228569,0.006751094,0.001045522,0.005662386,0.010836584,0,0,0,0,0,0,0.04159133,0,0.007211632,0,0,0,0,0.00239052,0.001796851,0,0,0,0,0,0.000153587,0,0.000362152,0.00824222,0.147720514,0.011907467,0,0,0,0,0.010136647,0,0.000249485,0.000291858,0,0,0,0.086458856,0.065370991,0.001610856,0,0.001015328,0,0,0.001231539,0
88,263,20-Jan,18,9,0.13243,1.19187,Two,SC,Cyl,31,0,0,0,0,0.016645219,0.000886926,0,0.007613595,0,0.004026573,0,0,0,0,0.029548359,0,0.004371906,0,0,0,0,0.001938413,0.001738987,0,0,0,0,0,0,0,0,0,0.167493484,0.005301658,0,0,0,0.006911636,0.008333841,0,0,0,0,0,0,0.041640066,0.118974521,0.000968958,0,0,0,0.004327069,0.001902433,0
89,291,24-Jan,14,7,0.13243,0.92701,Two,SC,Cyl,32,0,0,0,0,0.028256734,0.001203419,0.004147301,0,0,0,0,0,0,0.01243106,0.040063334,0,0.013964621,0,0.000305054,0,0,0.00433373,0.000391709,0,0,0,0,0,0,0,0.006066106,0,0.138746832,0,0,0,0,0.000986896,0.009069296,0,0,0,0,0,0.006992753,0,0.12746065,0.000832956,0,0.001948127,0,0.003618461,0.004567851,0
90,293,24-Jan,16,8,0.13243,1.05944,Two,SC,Cyl,30,0,0,0,0,0.030039853,0,0.002140552,0,0,0.00355176,0,0,0,0,0.013378548,0,0.003441222,0,0.001447207,0,0,0,0,0,0,0,0.000195421,0,0,0,0,0.005106238,0.025699871,0.009660179,0,0,0,0,0.002346722,0,0,0,0,0,0.006933758,0,0,0.000155881,0,0,0,0,0.001213347,0
91,7,13-Nov,10,8,0.07594,0.60752,Four,DEL4,Cyl,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002107895,0,0,0,0,0,0,0,0,0,0,0.002200322,0,0,0,0.000811444,0,0,0.013560565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049864345,0,0,0,0.002845609,0,0.000725755,0
92,9,13-Nov,12,8,0.07594,0.60752,Four,DEL4,Cyl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011196947,0,0,0,0,0,0,0,0,0,0,0.00310883,0,0,0,0,0,0,0.029490931,0,0.002140186,0,0,0,0,0,0,0,0,0,0,0,0,0.000588073,0,0.003930262,0,0,0.001250212,0
93,23,14-Nov,10,9,0.07594,0.68346,Four,DEL4,Cyl,2,0,0,0,0,0,0,0.003242497,0,0,0,0,0,0,0.005289962,0.005536731,0,0,0,0.001202107,0,0,0,0,0,0,0,0,0,0,0,0.000327548,0,0.016553828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,34,15-Nov,3,12,0.07594,0.91128,Four,DEL4,Cyl,9,0.003715832,0,0,0,0,0,0,0,0.00E+00,0.000696618,0,0,0,0.005723498,0.008620125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000604653,0,0,0.026615458,0,0,0,0,0,0,0,0.004927137,0,0,0,0.011338416,0,0,0,0,0,0,0,0.000839498,0
95,110,20-Nov,22,7,0.07594,0.53158,Four,DEL4,Cyl,3,0,0,0,0,0,0,0,0,0,0.001240419,0,0,0.00158143,0,0.003171235,0,0,0,0,0.000295681,0,0,0,0,0,0,0,0,0,0,0,0,0.012730233,0,0,0.000611687,0,0,0,0,0,0,0,0,0.019352086,0,0,0,0,0,0,0,0,0
96,116,30-Nov,6,10,0.07594,0.7594,Four,DEL4,Cyl,10,0.007655848,0,0,0,0.015118875,0.000772043,0,0,0,0.000695757,0.013589774,0,0,0.008357809,0.042337212,0,0.005051344,0.004183288,0.057667684,0.000116281,0,0,0,0,0,0,0,0,0,0.001525254,0,0,0.16234954,0.022556534,0,0,0,0,0.011776446,0,0,0,0,0,0,0,0,0,0,0,0,0.001499296,0.000892867,0
97,120,30-Nov,10,13,0.07594,0.98722,Four,DEL4,Cyl,12,0.005696646,0,0,0,0.0128404,0,0.003997158,0,0,0.002800594,0.00923337,0,0.000755483,0.006431958,0.01598982,0,0,0.005527231,0.041252155,2.99E-05,0.000600658,0.000272042,0,0,0,0.006103772,0,0,0,0.001565111,0,0,0.049044236,0.020792912,0.003865828,0,0,0.006303576,0,0,0,0,0,0,0.008798609,0,0.145370112,0.000224791,0,0.00E+00,0,0,0.005364962,0
98,147,1-Dec,18,6,0.07594,0.45564,Four,DEL4,Cyl,7,0,0,0,0,0,0,0,0.027877169,0,0,0,0,0.000774251,0.017962434,0.070125873,0,0.01278004,0,0,0,0,0.00070491,0,0,0,0.004807428,0.001186336,0,0,0,0,0,0.11699745,0.034955599,0,0,0,0,0.015484033,0,0,0,0,0,0,0.236728683,0.108973713,0,0,0,0,0,0.001882248,0
99,180,12-Jan,7,8,0.07594,0.60752,Four,DEL4,Cyl,25,0,0,0,0,0,0.000894311,0,0,0,0.002896262,0,0.000474384,0,0,0.030569168,0,0,0,0,0.000180421,0,0,0.002758181,0,0,0.006198778,0,0,0,0,0.001483161,0,0.10973538,0,0,0,0,0.019705794,0.009926236,0,0,0.0006497,0,0,0.033507643,0,0.120631674,0.005122117,0,0,0,0.003015089,0.001526175,0
100,192,12-Jan,20,9,0.07594,0.68346,Four,DEL4,Cyl,21,0,0,0.000103835,0,0,0.000365902,0.024774332,0,0,0.00194451,0,0,0,0,0.022019875,0,0,0,0,0,0,0,0,0,0,0.005770429,0,0,0,0,0.005140914,0,0.023695983,0,0,0,0,0,0.010872501,0,0,0.00040062,0,0,0.017657108,0,0.113865141,0.001544703,0,0,0,0.002363759,0.000151645,0
101,193,12-Jan,22,9,0.07594,0.68346,Four,DEL4,Cyl,27,0,0,0,0,0,0.001561372,0,0,0,0.00037601,0,0,0.006395673,0,0.027816693,0,0,0,0,0,0,0.000340668,0.001255415,0,0,0,0,0,0,0,0,0,0.090509906,0,0,0,0,0,0.013673457,0,0,0.000128474,0,0,0,0,0,0.003370566,0,0,0,0.004602155,0.004014426,0
102,237,15-Jan,9,8,0.07594,0.60752,Four,DEL4,Cyl,32,0,0,0,0,0,0,0.00725771,0,0,0,0,0,0,0,0.034759594,0,0,0,0,0.000235383,0,0,0,0,0,0,0,0,0,0,0.000741331,0,0.101511423,0,0,0,0,0,0.006607782,0,0,0,0,0,0,0,0,0.002670435,0,0,0,0.0014356,0.006306671,0
103,265,22-Jan,3,6,0.07594,0.45564,Four,DEL4,Cyl,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017353967,0,0,0,0,0,0,0.002001267,0,0,0,0,0,0,0,0,0,0,0.082683964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000536193,0,0,0,0,0,0
104,277,22-Jan,16,7,0.07594,0.53158,Four,DEL4,Cyl,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021688347,0,0,0,0,0,0,0.001298216,0,0,0,0,0,0,0,0,0,0,0.050157032,0,0,0,0,0,0,0,0,0.000664311,0,0,0,0,0,0.000782814,0,0,0,0,0,0
105,286,24-Jan,9,7,0.07594,0.53158,Four,DEL4,Cyl,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015851236,0,0,0,0,0,0,0,0,0,0,0.002289436,0,0,0,0,0,0,0.045075484,0,0,0,0,0.004601156,0,0,0,0,0,0,0.014126044,0,0,0.001463431,0,0,0,0,0,0
106,4,13-Nov,4,7,0.10184,0.71288,Four,DEM,Cyl,5,0,0,0,0,0,0,0,0.001302954,0,0,0,0,0,0,0.004372432,0,0.003566055,0,0,0,0,0,0,0,0,0,0,0,0,0.000630599,0,0,0.047140356,0,0,0,0,0,0.003075356,0,0,0,0,0,0,0,0,0.000634983,0,0,0,0,0,0
107,35,15-Nov,5,8,0.10184,0.81472,Four,DEM,Cyl,6,0.007772149,0,0,0,0,0,0,0.004231992,0.000275539,0,0,0,0,0.006216729,0.008734381,0,0,0.001759247,0,0,0,0,0,0.10874899,0,0,0,0,0,0.000285142,0,0.005517706,0.067107752,0,0,0,0,0,0.004609554,0,0,0,0,0,0.011747066,0.033364171,0.03060091,0.000158127,0,0,0,0,0.000158554,0
108,38,15-Nov,8,7,0.10184,0.71288,Four,DEM,Cyl,3,0.004815867,0,0,0,0,0,0.006932647,0.004406356,0.000374529,0,0,0,0,0.007159518,0.014581487,0,0,0.002058828,0,0,0,0,0,0,0,0,0,0,0,0.000290263,0,0,0.057178662,0,0,0,0,0,0.004171419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,47,15-Nov,20,6,0.10184,0.61104,Four,DEM,Cyl,1,0,0,0,0,0,0.001522159,0,0.00471141,0.00055819,0,0,0,0,0.004744791,0.040021158,0,0.008874466,0,0,0,0,0.000618954,0,0,0,0,0,0,0,0.000219417,0,0,0.167539303,0,0,0,0,0,0.013909301,0,0,0,0,0,0,0.035239063,0,0,0,0,0,0.001615822,0.003716463,0
110,93,20-Nov,5,6,0.10184,0.61104,Four,DEM,Cyl,4,0,0,0,0,0,0,0,0.002147945,0,0,0,0,0,0.008947943,0,0,0,0,0,0.000201577,0,0,0,0,0,0,0,0,0,0,0.004347632,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017828498,0,0,0.000389062,0,0,0,0,0.001621222,0
111,95,20-Nov,7,9,0.10184,0.91656,Four,DEM,Cyl,2,0,0,0,0,0,0.000922489,0,0.004599743,0,0,0,0,0,0.008585722,0.024070669,0,0.006375986,0,0,0,0,0,0,0,0,0.005526988,0,0,0,0,0,0.004120179,0.074777205,0,0,0,0,0.002919534,0.008926587,0,0.000943352,0,0,0,0.006283817,0.042703196,0.11182974,0.000172154,0,0.001109452,0,0.001784217,0.001425926,0
112,121,30-Nov,11,10,0.10184,1.0184,Four,DEM,Cyl,10,0.003614685,0,0,0.00164717,0,0.000643939,0.002602621,0.002510398,0,0,0,0,0,0.003316592,0.014882195,0,0.003132523,0.004092982,0,0.000323467,0.000233759,0,0,0,0,0.013525854,0,0,0,0,0.002466875,0,0.020857834,0,0,0,0,0,0.004291763,0,0,0,0,0,0,0.02554061,0.1638182,0,0,0,0,0.001833329,0.003182858,0
113,123,30-Nov,13,11,0.10184,1.12024,Four,DEM,Cyl,7,0.007129817,0,0,0,0.01483924,0.000891169,0,0.00589568,0,0,0.009621,0,0,0.012407908,0.021495631,0,0.007105754,0.002599448,0.04300804,8.62E-05,0,6.32E-05,0.002607784,0,0,0.004391294,0,0,0,0.001026459,0,0.002211028,0.058726467,0.014706271,0,0,0,0.011633858,0.006645273,0,0,0,0,0,0,0.037983128,0.123480447,0.00107542,0,0.000449043,0,0.001506523,0,0
114,138,1-Dec,7,10,0.10184,1.0184,Four,DEM,Cyl,12,0.004643395,0,0,0,0,0,0,0.002510034,0.000298921,0,0,0,0,0.007472519,0.03932591,0.000981138,0.010316649,0,0.001168413,0,0.000752603,0,0.000168131,0,0,0.01238258,0,0,0,0,0,0,0.053801715,0.012081724,0,0,0,0.003003687,0.008716466,0,0.000423071,0,0,0,0,0.025317534,0.252051408,0.000256169,0,0,0,0.000562246,0.002465133,0
115,140,1-Dec,10,10,0.10184,1.0184,Four,DEM,Cyl,11,0.005839265,0,0,0,0.034372753,0,0.002610265,0.004525583,0,0,0,0,0,0.006557628,0.024565035,0.000257103,0.002760551,0,0.001001228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074226281,0.01949203,0,0,0,0,0.006818438,0,0,0.000163846,0,0,0,0.037688177,0,0.000152429,0,2.72E-05,0,0,0.000102586,0
116,190,12-Jan,18,10,0.10184,1.0184,Four,DEM,Cyl,28,0,0,0,0.001717546,0,0.001493671,0,0.002896792,0,0,0,0.000824023,0,0,0.030026777,0,0.012173722,0,0,0,0.000709144,0,0,0,0,0.025527066,0,0,0,0,0.013152572,0,0.085231703,0,0,0,0,0.032352321,0.006215502,0,0,0,0,0,0.014296111,0.026385826,0.720478725,0.000813162,0,6.66E-05,0,0.001797066,6.03E-05,0
117,191,12-Jan,19,9,0.10184,0.91656,Four,DEM,Cyl,29,0,0,0,0,0,0,0.007847335,0.001077526,0,0,0,0,0,0,0.013723162,0,0.004343748,0,0,0,0,0,0,0,0,0.00333473,0,0,0,0,0,0.003600658,0.023377983,0,0,0,0,0,0.004063846,0,0,0.000238962,0,0,0.022628114,0,0.049876059,0.001761524,0,0,0,0.000256085,0.000456233,0
118,253,20-Jan,8,6,0.10184,0.61104,Four,DEM,Cyl,20,0,0,0,0,0.014551097,0.000292735,0.000447926,0.000196321,0,0,0.000849075,0,0,0,0.034951754,0,0.005577874,0.0011717,0,0,0,0.005531926,0,0,0,0,0,0,0,0,0,0,0.059212466,0,0,0,0,0,0.007746711,0,0.000781836,0.000189195,0,0,0.010082995,0,0,0.000199851,0,0,0,0.000701649,0,0
119,278,22-Jan,17,9,0.10184,0.91656,Four,DEM,Cyl,34,0,0,0,0,0,0,0.000472628,0.002709261,0,0,0,0,0,0,0.006023088,0,0,0,0,0,0,0.005375797,0.00050512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001575652,0,0,0,0,0,0,0.032149751,0,0.004065905,0,0,0,0,0.003042853,0
120,290,24-Jan,13,6,0.10184,0.61104,Four,DEM,Cyl,33,0,0,0,0,0.019039655,0.000659405,0.002024986,0.0019692,0,0,0,0,0,0,0.032885291,0,0.002980563,0,0.001381754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062068706,0,0,0,0,0,0.005965245,0,0,0,0,0,0.01101225,0,0,0,0,0,0,0,0.00271599,0
121,6,13-Nov,9,9,0.101405,0.912645,Four,MCK,Cyl,1,0,0,0,0,0,0,0.000881426,0.004794641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000555509,0,0,0.42074793,0,0,0,0,0,0.004912079,0,0.009437229,0,0,0,0,0,0,0,0,0,0,0,0,0.035727931,0,0,0,0,0,0,0,0
122,25,14-Nov,12,6,0.101405,0.60843,Four,MCK,Cyl,4,0,0,0,0,0,0,0.005153309,0,0,0,0,0,0,0.006051021,0.013566472,0,0.002772882,0,0,0,0,0,0,0,0.161422656,0,0,0,0,0,0.000302373,0.00117809,0.05490462,0,0,0,0,0,0.003355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002753308,0
123,53,17-Nov,4,6,0.101405,0.60843,Four,MCK,Cyl,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001080368,0.000295702,0,0,0,0,0,0,0,0,0,0.078704363,0,0,0,0,0,0,0,0.003409137,0,0,0,0,0,0,0,0,9.73E-05,0,0,0.055659142,0,0,0,0,0,0,0,0,0
124,100,20-Nov,12,8,0.101405,0.81124,Four,MCK,Cyl,7,0,0,0,0,0,0.000722877,0,0.00370594,0,0,0,0,0,0.008634239,0.025930815,0,0.005722774,0,0,0,0,0.000206367,0,0,0.321684082,0.007073529,0,0,0,0,0,0.002542663,0.052416239,0,0.000164508,0,0,0.002628886,0.009688347,0,0,0,0,0,0.006734589,0.037518876,0.211905045,0.000750477,0,0.00101544,0,0.000834596,0.004738313,0
125,101,20-Nov,13,8,0.101405,0.81124,Four,MCK,Cyl,10,0,0,0,0,0,0.001171574,0.000593221,0.004213237,0,0,0,0,0,0,0.028076855,0,0.002646445,0,0,0.000252791,0,0,0,0,0.240551717,0.009202588,0,0,0,0,0,0.004220146,0.043592822,0,0,0,0,0,0.00841021,0,0,0,0,0,0.00982077,0.040944858,0,0,0,0,0,0.000917346,0.003371895,0
126,113,30-Nov,3,11,0.101405,1.115455,Four,MCK,Cyl,9,0.006222845,0,0,0.001801493,0.008494793,0.000545071,0,0.006767675,0,0.001398556,0.011071002,0,0,0.007618497,0.027872256,0,0.002876623,0.005594573,0.046847704,0,0,0.003901246,0,0,0.19644794,0.018165772,0,0,0,0,0,0.003659135,0.078876567,0,0.003107876,0,0,0.009994755,0.007738359,0,0,0,0,0,0,0.059494158,0.453045871,0.000598908,0,0.000621835,0,0.000914253,0.002053045,0
127,132,30-Nov,22,10,0.101405,1.01405,Four,MCK,Cyl,12,0.005072483,0,0,0.000650745,0.012653536,0.000185962,0.011791108,0.006935501,0,0.002173618,0.009901523,0.000346712,0.00E+00,0.006295537,0.019765206,0,0.00393946,0.009364606,0.04297418,0,0.00095861,0.00024378,0,0,0.133748684,0.01478713,0,0,0,0,0,0.002197845,0.049781257,0,0.001879894,0,0,0.012885755,0.004714732,0,0,0,0,0,0,0.06224111,0.417842708,0.000561098,0,0.001335553,0,0.000301889,0,0
128,142,1-Dec,12,6,0.101405,0.60843,Four,MCK,Cyl,11,0.008192223,0,0,0.000276319,0.040815487,0,0,0,0,0,0,0,0,0.028825166,0.018443485,0,0,0,0,0,0.001030459,0.000494878,0.00055751,0,0.204057773,0.019382812,0,0,0,0,0,0.006647867,0.093431146,0,0,0,0,0.013773342,0.004205212,0,0,0,0,0,0,0,0.48634034,0.000329331,0,0.000700582,0,0,0,0
129,176,12-Jan,3,9,0.101405,0.912645,Four,MCK,Cyl,28,0,0,0,0.000709462,0,0.003374181,0,0.005457667,0,0,0,0,0,0,0.056445136,0,0.020730444,0.005273288,0,0.000155946,0,0,0,0,0.084870563,0.012789953,0,0,0,0,0,0.001585367,0.104225114,0,0,0,0,0,0.017423603,0,0,0.000116993,0,0,0,0.051756751,0.383578607,0.000950657,0,0.000211737,0,0.002868336,0.010731567,0
130,177,12-Jan,4,12,0.101405,1.21686,Four,MCK,Cyl,25,0,0,0.00011174,0,0,0.001468102,0.000594755,0.002018574,0,0,0,0,0,0,0.030690172,0,0.006283087,0,0,0,0,9.29E-05,0.000173268,0,0.033233647,0,0,0,0,0,0,0.002745555,0.074639073,0,0,0,0,0,0.00849667,0,0,8.25E-06,0,0,0.012786845,0.018821206,0,0.000454787,0,0,0,0.003144713,0.001208607,0
131,230,15-Jan,2,6,0.101405,0.60843,Four,MCK,Cyl,32,0,0,0,0.000152568,0,0.000373455,0.001975774,0.004735518,0,0,0,0,0,0,0.029045041,0,0.002082627,0,0,0.000192582,0,0,0,0,0,0.012944501,0,0,0,0,0,0.005359731,0.061090028,0,0,0,0,0.001711472,0.005726875,0,0,0,0,0,0,0.055743068,0.11290478,0.000277843,0,0,0,0.000526484,0.000630986,0
132,233,15-Jan,5,7,0.101405,0.709835,Four,MCK,Cyl,35,0,0,0,0,0,0.000326135,0.000615639,0,0,0,0,0,0,0,0.017640446,0,0.002265952,0,0,0,0,0.000481668,0,0,0.61013057,0,0,0,0,0,0.001031374,0.002837244,0.092029163,0,0,0.002063067,0,0,0.002213132,0,0,0,0,0,0.00708355,0,0,0.000495318,0,0,0,0.000120353,0.00249567,0
